用户名;评论内容;评论时间;IP属地;帖子账号粉丝数;一级账号粉丝数;评论属地;评论点赞数;发布时间;链接;发布者;评论数;点赞数;转发数;文本;发布者;评论文本;标记
James Wu;China is an aggressor and biggest bully in Asia, does not respect international law, Everything is an excuse for their expansionist ambitions, They also want the entire South Sea and Taiwan Strait, to themselves. What a disgusting bad bully country! China said don't war and they call for international peace but It always bullies and coercion neighbors Taiwan. what’s this barbarian logics…the cost of invading Taiwan will be enormous.;2024-05-22T23:00:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Adrian K. Smith;Seriously, the simple path would be to have normalized relations with Taiwan - foster good will in the region - have that good will spread around the globe - and in turn have China prosper for it. Dominance isn't the only way to show strength.;2024-05-22T23:33:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Aaron Peng;Every country has the right to punish the separatists.;2024-05-22T23:00:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Richard Lee;Shipment in and out of Taiwan have been blocked. This time not even the US dared to look at them. Otherwise China will send more weapons to Russia and Iran. Israel and Ukraine will get hammered. This would drain US and EU even further. All they need is another war like another Korean war. US won't be able to support 3 wars and deal with China at the sametime.;2024-05-22T23:51:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Eros Grosso;Eros Grosso;2024-05-22T23:00:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Shahid Khokhar;"There are your 3 friends and 3 enemies
Friends:
1. Your friend,
2. Your friend's friend
3. Your enemy's enemy

Enemies:
1. Your enemy
2. Your friend's enemy
3. Your enemy's friend";2024-05-22T23:14:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Kenneth W. McDonald;China does know a war will bankrupt the country and lead to millions of dead Chinese, right?;2024-05-22T23:03:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Said Ait Bensaid;Don't believe the American ferrets. The United States is the first country in the world to jump to escape when the fighting intensifies. Look at her escape in Afghanistan, her abandonment of everything, and her abandonment of her allies at a critical time. Look at her escape from Vietnam. Look at the form of support you are providing to Ukraine today. Printing banknotes and providing them in the form of loans that are only permitted to be used to purchase American weapons.;2024-05-22T23:00:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
River Rain;What part of a democratically elected President by the people of Taiwan screams to the CCP please come and take us over. 😒;2024-05-22T23:00:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
John Pennington;An insecure and jealous xi ccp pla oppressor move. Xi temper tantrum’s - distinctly weak like him.;2024-05-22T23:00:00;;;;;;2024-05-23T11:50:05;https://facebook.com/story.php?story_fbid=pfbid02p6pDWpXEucfdWqH9TWyvyQgc2wb5GASzfm9KhsmHnrV57NZvth6y29PptrKszgGrl&id=100059422245844;Reuters;34;78;10;A furious China launched 'punishment' drills around Taiwan in what it said was a response to 'separatist acts,' sending up heavily armed warplanes and staging mock attacks as state media denounced newly inaugurated President Lai Ching-te;Reuters;;0
Matthieu Poujade;"When everyone digs for gold, sell shovels. ;)";2024-06-18T17:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Sushil Nambiar;Nvidia will be like RCA in the 1920s. History will not only repeat but it rhymes.;2024-06-18T16:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Leandro Dávila Vizconde;I trust on you Nvidia and AVGO 😍;2024-06-18T16:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
João Veludo;not a bubble at all...;2024-06-18T18:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Eddie Redice;Most valuable to who majority never even heard of them lol;2024-06-18T16:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Franky Ramirez;This is what happens when you make a product that people want. The GOAT;2024-06-18T16:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Dan Hollowell Sr.;Stop lying to the American people like that's a good thing and it happened as a result of sanctions restrictions and restraints where the government acts like it has state-owned Enterprises that will tell them who to sell to and who not to sell to this is definitely not because of the free market or Top Notch business decisions and ability this is with government support like the entirety of the corporate America ecosystem but people fail to appreciate that our news media is not a free press it's government propaganda where they will even censor or amplify the information that we get to keep us dumb stupid and blind have a nice day cuz you got to say to yourself well why are you putting sanctions on Chinese Tech firms they always forget about that but I don't;2024-06-18T17:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Max Bas;Chips are already the new arms race, considering that Microsoft would be nothing without companies like Nvidea this isn't surprising.;2024-06-18T16:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Seniyo Amarildo;With AI integrated;2024-06-18T17:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Soufiane Nasr Eddin;Madness with Nvidia, its marketcap was at 363 billion dollars in the beginning of 2023 but now it is 3.34 trillion dollars as the largest company in the world;2024-06-18T20:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Anderson Tsang;10 trillion let’s gooooo;2024-06-18T17:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Bryan Holland;Talk about all your eggs in one basket, S&P=35% held up by Nvidia. What could possibly go wrong...!;2024-06-18T17:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Mark Stephens;😲😲😲😲😲😲😲;2024-06-18T16:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Mechie Justin;"year so l'm gifting 5 grands to the first 10 people to message me for with ""TOUGH"" let's spread love and end inhumanity.❤️";2024-06-18T16:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
Andy Ducey;Christ;2024-06-18T19:00:00;;;;;;2024-06-19T01:09:36;https://facebook.com/story.php?story_fbid=pfbid0izerUscEphq4SSMBxtJ54gdG7KajEmpAuJYXZncugN9Ah31a8an54nXWptXMD4Bql&id=100059422245844;Reuters;30;572;140;BREAKING: Nvidia became the world's most valuable company, dethroning tech heavyweight Microsoft, as its chips continue to play a central role in a race to dominate the market for artificial intelligence.;Reuters;;0
